Mathematica;Laissez-faire;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i;;;Optimal-policy;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i;;R;Laissez-faire;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i;;;Optimal-policy;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i
;;273;0,499606;0,00532554;0,788021;-0,0262517;-48,2067;-194,491;;;;273;0,984229;0,000669046;0,57485;-0,128496;-166,812;-2339,41;;;;273;0,087199911;7,84921E-09;1;0;-5138720,16;5,70993E+13;;;;273;0,984206913;0,000671132;0,574936674;-0,12843205;-166,8216699;-2331,658262
;;274;0,498876;0,00529655;0,788631;-0,0260878;-48,0616;-,194;;;;274;0,984133;0,000669827;0,574835;-0,128507;-,167;-2337,05;;;;274;0,08719991;7,07221E-09;1;0;-5351630,099;6,59978E+13;;;;274;0,98411017;0,000671941;0,574923214;-0,128442002;-166,8096055;-2329,208668
;;275;0,49815;0,00526778;0,789239;-0,0259251;-47,917;-194,488;;;;275;0,984036;0,000670595;0,574822;-0,128517;-166,788;-2334,72;;;;275;0,08719991;6,37212E-09;1;0;-5573359,854;7,62831E+13;;;;275;0,984013325;0,000672737;0,574910253;-0,128451585;-166,7975009;-2326,800115
;;276;0,497428;0,00523924;0,789845;-0,0257634;-47,7728;-194,487;;;;276;0,983939;0,00067135;0,574808;-0,128527;-166,776;-2332,44;;;;276;0,08719991;5,74134E-09;1;0;-5804274,783;8,81712E+13;;;;276;0,983916381;0,00067352;0,574897788;-0,128460802;-166,7853569;-2324,432024
;;277;0,49671;0,00521091;0,79045;-0,0256029;-476,292;-194,486;;;;277;0,983843;0,000672092;0,574795;-0,128536;-166,763;-2330,2;;;;277;0,08719991;5,173E-09;1;0;-6044755,379;1,01912E+14;;;;277;0,983819338;0,000674291;0,574885814;-0,128469656;-166,7731738;-2322,103824
;;278;0,495996;0,00518279;0,791052;-0,0254435;-47,486;-194,485;;;;278;0,983746;0,000672821;0,574783;-0,128546;-166,751;-2328,01;;;;278;0,08719991;4,66092E-09;1;0;-6295197,899;1,17794E+14;;;;278;0,983722199;0,000675049;0,574874326;-0,128478152;-166,7609522;-2319,814952
;;279;0,495285;0,00515488;0,791653;-0,0252852;-47,3434;-194,484;;;;279;0,983649;0,000673538;0,574771;-0,128554;-166,739;-2325,85;;;;279;0,087199909;4,19953E-09;1;0;-6556015,013;1,36152E+14;;;;279;0,983624964;0,000675794;0,57486332;-0,128486291;-166,7486926;-2317,564853
;;280;0,494578;0,00512718;0,792251;-0,025128;-47,2012;-194,483;;;;280;0,983552;0,000674241;0,57476;-0,128563;-166,726;-2323,73;;;;280;0,087199909;3,78381E-09;1;0;-6827636,486;1,5737E+14;;;;280;0,983527637;0,000676527;0,574852791;-0,128494078;-166,7363956;-2315,352981
;;281;0,493875;0,00509969;0,792848;-0,0249718;-47,0595;-194,482;;;;281;0,983455;0,000674932;0,574749;-0,128571;-166,714;-2321,65;;;;281;0,087199909;3,40925E-09;1;0;-7110509,885;1,81895E+14;;;;281;0,983430218;0,000677248;0,574842735;-0,128501515;-166,7240616;-2313,178796
;;282;0,493176;0,00507241;0,793442;-0,0248168;-46,9183;-194,481;;;;282;0,983358;0,00067561;0,574738;-0,128579;-166,701;-2319,61;;;;282;0,087199909;3,07176E-09;1;0;-7405101,32;2,10242E+14;;;;282;0,983332709;0,000677956;0,574833148;-0,128508606;-166,7116913;-2311,041767
;;283;0,492481;0,00504532;0,794035;-0,0246627;-46,7776;-,194;;;;283;0,983261;0,000676276;0,574728;-0,128586;-166,689;-2317,6;;;;283;0,087199909;2,76769E-09;1;0;-7711896,206;2,43007E+14;;;;283;0,983235112;0,000678653;0,574824026;-0,128515353;-166,699285;-2308,941369
;;284;0,491789;0,00501844;0,794626;-0,0245097;-46,6374;-194,479;;;;284;0,983163;0,000676929;0,574718;-0,128593;-166,676;-2315,64;;;;284;0,087199909;2,49371E-09;1;0;-8031400,069;2,80878E+14;;;;284;0,983137428;0,000679337;0,574815363;-0,12852176;-166,6868433;-2306,877085
;;285;0,4911;0,00499176;0,795215;-0,0243578;-46,4976;-194,478;;;;285;0,983066;0,000677571;0,574709;-0,1286;-166,664;-2313,71;;;;285;0,087199909;2,24686E-09;1;0;-8364139,375;3,2465E+14;;;;285;0,983039659;0,00068001;0,574807157;-0,128527831;-166,6743667;-2304,848406
;;286;0,490416;0,00496527;0,795802;-0,0242069;-46,3584;-194,477;;;;286;0,982968;0,0006782;0,5747;-0,128607;-166,651;-2311,81;;;;286;0,087199909;2,02444E-09;1;0;-8710662,4;3,75245E+14;;;;286;0,982941806;0,000680671;0,574799402;-0,128533567;-166,6618557;-2302,854828
;;287;0,489734;0,00493898;0,796387;-0,024057;-46,2196;-194,476;;;;287;0,982871;0,000678817;0,574692;-0,128613;-166,638;-2309,96;;;;287;0,087199909;1,82404E-09;1;0;-9071540,129;4,33724E+14;;;;287;0,982843871;0,00068132;0,574792095;-0,128538972;-166,6493107;-2300,895857
;;288;0,489057;0,00491289;0,79697;-0,0239082;-46,0813;-194,475;;;;288;0,982773;0,000679422;0,574684;-0,128619;-166,626;-2308,13;;;;288;0,087199908;1,64347E-09;1;0;-9447367,204;5,01317E+14;;;;288;0,982745856;0,000681958;0,574785232;-0,12854405;-166,6367323;-2298,971002
;;289;0,488383;0,00488698;0,797552;-0,0237603;-45,9434;-194,474;;;;289;0,982676;0,000680016;0,574677;-0,128624;-166,613;-2306,35;;;;289;0,087199908;1,48078E-09;1;0;-9838762,896;5,79443E+14;;;;289;0,982647762;0,000682585;0,574778807;-0,128548802;-166,6241209;-2297,079781
;;290;0,487712;0,00486127;0,798131;-0,0236135;-45,8061;-194,473;;;;290;0,982578;0,000680597;0,57467;-0,12863;-,167;-2304,6;;;;290;0,087199908;1,3342E-09;1;0;-10246372,13;6,69745E+14;;;;290;0,982549591;0,0006832;0,574772818;-0,128553233;-166,6114771;-2295,221718
;;291;0,487045;0,00483574;0,798709;-0,0234676;-45,6692;-194,472;;;;291;0,98248;0,000681168;0,574663;-0,128635;-166,587;-2302,88;;;;291;0,087199908;1,20213E-09;1;0;-10670866,56;7,7412E+14;;;;291;0,982451343;0,000683804;0,574767261;-0,128557345;-166,5988012;-2293,396344
;;292;0,486381;0,0048104;0,799285;-0,0233228;-45,5327;-194,471;;;;292;0,982382;0,000681726;0,574657;-0,128639;-166,574;-2301,19;;;;292;0,087199908;1,08313E-09;1;0;-11112945,63;8,94761E+14;;;;292;0,982353022;0,000684397;0,57476213;-0,12856114;-166,5860938;-2291,603195
;;293;0,485721;0,00478524;0,799859;-0,0231789;-45,3968;-,194;;;;293;0,982284;0,000682274;0,574651;-0,128644;-166,561;-2299,54;;;;293;0,087199908;9,99994E-10;0,766092465;0;-11463968,28;9,99755E+14;;;;293;0,982254627;0,000684979;0,574757424;-0,128564623;-166,5733553;-2289,841815
;;294;0,485064;0,00476026;0,800431;-0,023036;-45,2612;-194,469;;;;294;0,982186;0,00068281;0,574645;-0,128648;-166,549;-2297,93;;;;294;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;294;0,982156161;0,00068555;0,574753136;-0,128567795;-166,5605862;-2288,111751
;;295;0,484411;0,00473546;0,801001;-0,022894;-45,1262;-194,468;;;;295;0,982088;0,000683334;0,57464;-0,128651;-166,536;-2296,34;;;;295;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;295;0,982057624;0,000686111;0,574749265;-0,128570659;-166,5477869;-2286,41256
;;296;0,483761;0,00471084;0,80157;-0,022753;-44,9916;-194,468;;;;296;0,98199;0,000683848;0,574635;-0,128655;-166,523;-2294,79;;;;296;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;296;0,981959019;0,000686661;0,574745805;-0,128573219;-166,534958;-2284,7438
;;297;0,483114;0,0046864;0,802137;-0,022613;-44,8575;-194,467;;;;297;0,981892;0,000684351;0,574631;-0,128658;-,167;-2293,27;;;;297;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;297;0,981860347;0,0006872;0,574742753;-0,128575477;-166,5220998;-2283,10504
;;298;0,48247;0,00466214;0,802701;-0,0224739;-44,7238;-194,466;;;;298;0,981793;0,000684843;0,574627;-0,128661;-166,497;-2291,77;;;;298;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;298;0,981761608;0,000687729;0,574740106;-0,128577436;-166,5092127;-2281,49585
;;299;0,48183;0,00463805;0,803265;-0,0223357;-44,5905;-194,465;;;;299;0,981695;0,000685324;0,574624;-0,128664;-166,483;-2290,32;;;;299;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;299;0,981662806;0,000688247;0,574737859;-0,128579098;-166,4962974;-2279,915809
;;300;0,481193;0,00461413;0,803826;-0,0221985;-44,4578;-194,464;;;;300;0,981597;0,000685794;0,57462;-0,128666;-,166;-2288,89;;;;300;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;300;0,98156394;0,000688756;0,57473601;-0,128580467;-166,483354;-2278,364499
;;301;0,48056;0,00459038;0,804386;-0,0220621;-44,3254;-194,463;;;;301;0,981498;0,000686254;0,574618;-0,128668;-166,457;-2287,49;;;;301;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;301;0,981465012;0,000689254;0,574734553;-0,128581544;-166,4703832;-2276,841509
;;302;0,479929;0,0045668;0,804943;-0,0219267;-44,1935;-194,462;;;;302;0,9814;0,000686703;0,574615;-0,12867;-166,444;-2286,12;;;;302;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;302;0,981366024;0,000689742;0,574733487;-0,128582334;-166,4573854;-2275,346431
;;303;0,479302;0,00454338;0,805499;-0,0217922;-44,0621;-194,461;;;;303;0,981301;0,000687142;0,574613;-0,128671;-166,431;-2284,78;;;;303;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;303;0,981266977;0,000690221;0,574732806;-0,128582837;-166,4443609;-2273,878865
;;304;0,478678;0,00452013;0,806054;-0,0216586;-43,9311;-,194;;;;304;0,981202;0,000687571;0,574611;-0,128673;-166,418;-2283,46;;;;304;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;304;0,981167871;0,000690689;0,574732508;-0,128583058;-166,4313102;-2272,438414
;;305;0,478057;0,00449705;0,806606;-0,0215259;-43,8005;-194,459;;;;305;0,981104;0,000687989;0,57461;-0,128674;-166,404;-2282,18;;;;305;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;305;0,98106871;0,000691148;0,574732589;-0,128582998;-166,4182337;-2271,024686
;;306;0,477439;0,00447412;0,807157;-0,0213941;-43,6704;-194,459;;;;306;0,981005;0,000688398;0,574609;-0,128674;-166,391;-2280,93;;;;306;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;306;0,980969493;0,000691598;0,574733046;-0,12858266;-166,4051319;-2269,637295
;;307;0,476824;0,00445136;0,807706;-0,0212631;-43,5407;-194,458;;;;307;0,980906;0,000688796;0,574608;-0,128675;-166,378;-2279,7;;;;307;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;307;0,980870221;0,000692038;0,574733876;-0,128582046;-166,3920051;-2268,275859
;;308;0,476212;0,00442876;0,808253;-0,0211331;-43,4115;-194,457;;;;308;0,980807;0,000689185;0,574608;-0,128675;-166,364;-2278,5;;;;308;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;308;0,980770898;0,000692468;0,574735074;-0,128581159;-166,3788537;-2266,940001
;;309;0,475604;0,00440632;0,808799;-0,0210039;-43,2827;-194,456;;;;309;0,980708;0,000689563;0,574608;-0,128675;-166,351;-2277,33;;;;309;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;309;0,980671522;0,00069289;0,574736637;-0,128580003;-166,3656783;-2265,629347
;;310;0,474998;0,00438403;0,809343;-0,0208755;-43,1543;-194,455;;;;310;0,98061;0,000689933;0,574608;-0,128675;-166,338;-2276,18;;;;310;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;310;0,980572096;0,000693302;0,574738563;-0,128578578;-166,3524791;-2264,34353
;;311;0,474395;0,00436189;0,809885;-0,020748;-43,0264;-194,454;;;;311;0,980511;0,000690292;0,574609;-0,128674;-166,324;-2275,06;;;;311;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;311;0,980472621;0,000693705;0,574740848;-0,128576887;-166,3392565;-2263,082186
;;312;0,473796;0,00433991;0,810425;-0,0206214;-42,8988;-194,453;;;;312;0,980412;0,000690642;0,57461;-0,128674;-166,311;-2273,97;;;;312;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;312;0,980373098;0,000694099;0,574743488;-0,128574933;-166,3260111;-2261,844955
;;313;0,473199;0,00431809;0,810964;-0,0204956;-42,7717;-194,453;;;;313;0,980313;0,000690982;0,574612;-0,128673;-166,297;-2272,9;;;;313;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;313;0,980273528;0,000694484;0,574746481;-0,128572719;-166,3127431;-2260,631482
;;314;0,472606;0,00429641;0,811501;-0,0203706;-42,6451;-194,452;;;;314;0,980214;0,000691314;0,574613;-0,128671;-166,284;-2271,86;;;;314;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;314;0,980173913;0,000694861;0,574749824;-0,128570246;-166,2994529;-2259,441417
;;315;0,472015;0,00427488;0,812037;-0,0202464;-42,5188;-194,451;;;;315;0,980114;0,000691635;0,574615;-0,12867;-,166;-2270,84;;;;315;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;315;0,980074253;0,000695229;0,574753512;-0,128567517;-166,286141;-2258,274411
;;316;0,471427;0,0042535;0,81257;-0,0201231;-42,393;-,194;;;;316;0,980015;0,000691948;0,574618;-0,128668;-166,257;-2269,85;;;;316;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;316;0,979974549;0,000695588;0,574757544;-0,128564534;-166,2728077;-2257,130122
;;317;0,470842;0,00423227;0,813102;-0,0200006;-42,2676;-194,449;;;;317;0,979916;0,000692252;0,57462;-0,128666;-166,243;-2268,88;;;;317;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;317;0,979874803;0,000695939;0,574761916;-0,128561299;-166,2594534;-2256,008212
;;318;0,47026;0,00421118;0,813633;-0,0198789;-42,1426;-194,449;;;;318;0,979817;0,000692547;0,574623;-0,128664;-,166;-2267,93;;;;318;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;318;0,979775016;0,000696281;0,574766624;-0,128557816;-166,2460786;-2254,908344
;;319;0,469681;0,00419023;0,814162;-0,019758;-42,018;-194,448;;;;319;0,979718;0,000692833;0,574626;-0,128662;-166,216;-2267,01;;;;319;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;319;0,97967519;0,000696615;0,574771667;-0,128554085;-166,2326834;-2253,830187
;;320;0,469105;0,00416943;0,814689;-0,0196379;-41,8938;-194,447;;;;320;0,979618;0,00069311;0,57463;-0,128659;-166,202;-2266,12;;;;320;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;320;0,979575324;0,000696942;0,574777041;-0,128550109;-166,2192684;-2252,773414
;;321;0,468531;0,00414877;0,815214;-0,0195186;-41,7701;-194,446;;;;321;0,979519;0,000693379;0,574634;-0,128656;-166,189;-2265,25;;;;321;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;321;0,97947542;0,00069726;0,574782743;-0,128545891;-166,2058339;-2251,737701
;;322;0,467961;0,00412825;0,815738;-0,0194001;-41,6468;-194,445;;;;322;0,97942;0,000693638;0,574638;-0,128653;-166,175;-2264,39;;;;322;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;322;0,979375479;0,00069757;0,57478877;-0,128541432;-166,1923803;-2250,722727
;;323;0,467393;0,00410787;0,81626;-0,0192823;-41,5238;-194,445;;;;323;0,97932;0,00069389;0,574642;-0,12865;-166,161;-2263,57;;;;323;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;323;0,979275502;0,000697872;0,574795119;-0,128536735;-166,1789079;-2249,728175
;;324;0,466828;0,00408762;0,816781;-0,0191654;-41,4013;-194,444;;;;324;0,979221;0,000694133;0,574647;-0,128646;-166,148;-2262,76;;;;324;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;324;0,97917549;0,000698166;0,574801789;-0,128531802;-166,1654171;-2248,753732
;;325;0,466265;0,00406751;0,8173;-0,0190492;-41,2792;-194,443;;;;325;0,979122;0,000694368;0,574652;-0,128643;-166,134;-2261,98;;;;325;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;325;0,979075445;0,000698453;0,574808775;-0,128526634;-166,1519083;-2247,799088
;;326;0,465705;0,00404754;0,817817;-0,0189337;-41,1575;-194,442;;;;326;0,979022;0,000694594;0,574657;-0,128639;-,166;-2261,22;;;;326;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;326;0,978975367;0,000698732;0,574816074;-0,128521234;-166,1383818;-2246,863935
;;327;0,465149;0,0040277;0,818333;-0,018819;-41,0362;-194,442;;;;327;0,978923;0,000694812;0,574663;-0,128635;-166,106;-2260,48;;;;327;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;327;0,978875256;0,000699004;0,574823686;-0,128515604;-166,1248379;-2245,94797
;;328;0,464594;0,00400799;0,818847;-0,0187051;-40,9152;-194,441;;;;328;0,978823;0,000695023;0,574669;-0,12863;-166,093;-2259,76;;;;328;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;328;0,978775115;0,000699269;0,574831606;-0,128509746;-166,1112771;-2245,050892
;;329;0,464043;0,00398842;0,819359;-0,0185919;-40,7947;-,194;;;;329;0,978724;0,000695225;0,574675;-0,128626;-166,079;-2259,06;;;;329;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;329;0,978674944;0,000699526;0,574839831;-0,128503662;-166,0976996;-2244,172405
;;330;0,463494;0,00396897;0,81987;-0,0184794;-40,6746;-194,439;;;;330;0,978624;0,000695419;0,574681;-0,128621;-166,065;-2258,39;;;;330;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;330;0,978574744;0,000699776;0,574848361;-0,128497354;-166,0841058;-2243,312214
;;331;0,462947;0,00394966;0,82038;-0,0183677;-40,5549;-194,439;;;;331;0,978525;0,000695606;0,574688;-0,128616;-166,051;-2257,73;;;;331;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;331;0,978474516;0,000700018;0,574857191;-0,128490824;-166,0704961;-2242,470028
;;332;0,462404;0,00393047;0,820887;-0,0182568;-40,4356;-194,438;;;;332;0,978425;0,000695785;0,574695;-0,128611;-166,037;-2257,1;;;;332;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;332;0,978374261;0,000700254;0,574866319;-0,128484073;-166,0568708;-2241,645558
;;333;0,461863;0,00391141;0,821394;-0,0181465;-40,3166;-194,437;;;;333;0,978326;0,000695956;0,574702;-0,128606;-166,023;-2256,48;;;;333;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;333;0,978273979;0,000700483;0,574875743;-0,128477104;-166,0432301;-2240,838519
;;334;0,461324;0,00389247;0,821898;-0,0180369;-40,1981;-194,436;;;;334;0,978226;0,000696119;0,57471;-0,1286;-166,009;-2255,88;;;;334;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;334;0,978173672;0,000700705;0,57488546;-0,128469918;-166,0295746;-2240,048629
;;335;0,460788;0,00387366;0,822401;-0,0179281;-40,0799;-194,436;;;;335;0,978126;0,000696276;0,574717;-0,128594;-165,995;-2255,31;;;;335;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;335;0,97807334;0,000700921;0,574895468;-0,128462518;-166,0159044;-2239,275607
;;336;0,460255;0,00385497;0,822903;-0,01782;-39,9622;-194,435;;;;336;0,978027;0,000696424;0,574725;-0,128588;-165,981;-2254,75;;;;336;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;336;0,977972985;0,000701129;0,574905764;-0,128454904;-166,00222;-2238,519177
;;337;0,459724;0,00383641;0,823403;-0,0177126;-39,8448;-194,434;;;;337;0,977927;0,000696566;0,574733;-0,128582;-165,967;-2254,21;;;;337;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;337;0,977872607;0,000701331;0,574916346;-0,12844708;-165,9885216;-2237,779064
;;338;0,459196;0,00381797;0,823901;-0,0176059;-39,7278;-194,434;;;;338;0,977827;0,0006967;0,574742;-0,128576;-165,954;-2253,69;;;;338;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;338;0,977772207;0,000701527;0,574927212;-0,128439046;-165,9748096;-2237,054995
;;339;0,45867;0,00379964;0,824398;-0,0174998;-39,6112;-194,433;;;;339;0,977728;0,000696827;0,574751;-0,12857;-,166;-2253,19;;;;339;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;339;0,977671786;0,000701717;0,574938359;-0,128430805;-165,9610843;-2236,346703
;;340;0,458147;0,00378144;0,824894;-0,0173945;-39,495;-194,432;;;;340;0,977628;0,000696947;0,57476;-0,128563;-165,925;-2252,71;;;;340;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;340;0,977571345;0,0007019;0,574949785;-0,128422357;-165,947346;-2235,653919
;;341;0,457626;0,00376335;0,825387;-0,0172898;-39,3791;-194,431;;;;341;0,977528;0,00069706;0,574769;-0,128556;-165,911;-2252,25;;;;341;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;341;0,977470884;0,000702076;0,574961488;-0,128413706;-165,933595;-2234,976379
;;342;0,457108;0,00374538;0,82588;-0,0171859;-39,2636;-194,431;;;;342;0,977429;0,000697166;0,574778;-0,128549;-165,897;-2251,8;;;;342;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;342;0,977370404;0,000702247;0,574973466;-0,128404852;-165,9198317;-2234,313822
;;343;0,456592;0,00372753;0,826371;-0,0170825;-39,1486;-,194;;;;343;0,977329;0,000697265;0,574788;-0,128542;-165,883;-2251,37;;;;343;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;343;0,977269906;0,000702412;0,574985715;-0,128395797;-165,9060564;-2233,665988
;;344;0,456078;0,00370979;0,82686;-0,0169799;-39,0338;-194,429;;;;344;0,977229;0,000697358;0,574798;-0,128535;-165,869;-2250,96;;;;344;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;344;0,977169391;0,000702571;0,574998235;-0,128386543;-165,8922694;-2233,032618
;;345;0,455567;0,00369217;0,827348;-0,0168779;-38,9195;-194,429;;;;345;0,97713;0,000697444;0,574808;-0,128527;-165,855;-2250,57;;;;345;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;345;0,97706886;0,000702724;0,575011023;-0,128377091;-165,8784709;-2232,413459
;;346;0,455058;0,00367466;0,827834;-0,0167766;-38,8055;-194,428;;;;346;0,97703;0,000697523;0,574818;-0,12852;-165,841;-2250,19;;;;346;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;346;0,976968313;0,000702871;0,575024077;-0,128367443;-165,8646614;-2231,808257
;;347;0,454552;0,00365726;0,828319;-0,0166759;-38,6919;-194,427;;;;347;0,97693;0,000697595;0,574829;-0,128512;-165,827;-2249,83;;;;347;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;347;0,976867751;0,000703013;0,575037395;-0,128357601;-165,850841;-2231,216761
;;348;0,454048;0,00363998;0,828802;-0,0165759;-38,5787;-194,427;;;;348;0,97683;0,000697662;0,57484;-0,128504;-165,813;-2249,49;;;;348;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;348;0,976767175;0,000703149;0,575050974;-0,128347565;-165,8370102;-2230,638723
;;349;0,453546;0,0036228;0,829284;-0,0164766;-38,4658;-194,426;;;;349;0,976731;0,000697721;0,574851;-0,128496;-165,799;-2249,17;;;;349;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;349;0,976666585;0,000703279;0,575064814;-0,128337339;-165,8231692;-2230,073896
;;350;0,453047;0,00360574;0,829765;-0,0163778;-38,3533;-194,425;;;;350;0,976631;0,000697775;0,574862;-0,128487;-165,784;-2248,86;;;;350;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;350;0,976565983;0,000703405;0,575078911;-0,128326922;-165,8093183;-2229,522034
;;351;0,45255;0,00358878;0,830244;-0,0162797;-38,2412;-194,425;;;;351;0,976531;0,000697822;0,574873;-0,128479;-,166;-2248,56;;;;351;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;351;0,976465368;0,000703524;0,575093265;-0,128316317;-165,7954578;-2228,982896
;;352;0,452056;0,00357193;0,830721;-0,0161823;-38,1294;-194,424;;;;352;0,976431;0,000697863;0,574885;-0,12847;-165,756;-2248,28;;;;352;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;352;0,976364741;0,000703639;0,575107872;-0,128305524;-165,781588;-2228,45624
