Laissez-faire;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i;;;Optimal-policy;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i
;706;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;706;0,933695214;0,001798996;0,624851;-85,5292797;-164,0194478;-766,5311857
;707;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;707;0,933401156;0,0018336;0,6258008;-85,62380373;-164,0610463;-751,8867441
;708;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;708;0,93310053;0,001869722;0,6267811;-85,71774287;-164,1037967;-737,2353017
;709;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;709;0,932793018;0,001907455;0,6277931;-85,81108069;-164,1477335;-722,581594
;710;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;710;0,932478283;0,0019469;0,6288387;-85,90380004;-164,1928926;-707,9305207
;711;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;711;0,932155963;0,001988166;0,6299193;-85,995883;-164,2393117;-693,2871499
;712;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;712;0,931825671;0,002031372;0,6310371;-86,08731086;-164,2870304;-678,6567218
;713;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;713;0,931486992;0,002076647;0,6321939;-86,17806404;-164,33609;-664,0446529
;714;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;714;0,931139481;0,002124129;0,6333919;-86,26812204;-164,3865339;-649,456541
;715;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;715;0,930782661;0,002173971;0,6346334;-86,3574634;-164,4384078;-634,8981685
;716;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;716;0,930416015;0,00222634;0,6359208;-86,4460656;-164,4917597;-620,3755079
;717;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;717;0,930038989;0,002281417;0,637257;-86,53390504;-164,5466402;-605,894726
;718;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;718;0,929650982;0,002339401;0,6386449;-86,62095687;-164,6031024;-591,4621861
;719;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;719;0,929251347;0,00240051;0,6400874;-86,70719502;-164,6612028;-577,0844601
;720;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;720;0,928839379;0,002464984;0,6415883;-86,79259202;-164,7210005;-562,7683301
;721;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;721;0,928414315;0,002533088;0,6431512;-86,87711892;-164,7825587;-548,5207933
;722;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;722;0,927975324;0,002605113;0,6447802;-86,9607452;-164,8459437;-534,3490671
;723;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;723;0,9275215;0,002681382;0,6464798;-87,04343861;-164,9112263;-520,2605965
;724;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;724;0,927051853;0,002762255;0,6482551;-87,12516505;-164,9784816;-506,2630613
;725;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;725;0,926565299;0,002848129;0,6501112;-87,20588842;-165,0477895;-492,3643825
;726;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;726;0,926060646;0,002939451;0,6520545;-87,28557045;-165,1192351;-478,57273
;727;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;727;0,925536584;0,003036718;0,6540914;-87,3641705;-165,1929096;-464,8965305
;728;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;728;0,924991666;0,003140488;0,6562291;-87,44164536;-165,2689102;-451,3444763
;729;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;729;0,924424289;0,003251391;0,6584761;-87,51794903;-165,3473413;-437,9255355
;730;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;730;0,923832673;0,003370138;0,6608414;-87,59303243;-165,4283153;-424,6489619
;731;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;731;0,923214838;0,003497533;0,6633351;-87,66684312;-165,5119528;-411,5243073
;732;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;732;0,922568565;0,003634495;0,6659691;-87,73932498;-165,5983844;-398,5614341
;733;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;733;0,921891367;0,003782071;0,6687559;-87,81041783;-165,6877512;-385,7705303
;734;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;734;0,921180441;0,003941464;0,6717106;-87,88005699;-165,7802065;-373,1621262
;735;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;735;0,920432613;0,004114063;0,67485;-87,94817283;-165,8759171;-360,7471136
;736;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;736;0,919644275;0,004301476;0,6781933;-88,01469021;-165,9750653;-348,5367676
;737;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;737;0,918811306;0,004505581;0,6817628;-88,07952781;-166,0778507;-336,5427616
;738;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;738;0,917928966;0,004728576;0,6855843;-88,14259733;-166,1844935;-324,7771338
;739;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;739;0,91699178;0,004973059;0,689688;-88,20380292;-166,2952364;-313,2524883
