R;Laissez-faire;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i;;;Optimal-policy;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i
;;346;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;346;0,976968313;0,000702871;0,575024077;-0,128367443;-165,8646614;-2231,808257
;;347;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;347;0,976867751;0,000703013;0,575037395;-0,128357601;-165,850841;-2231,216761
;;348;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;348;0,976767175;0,000703149;0,575050974;-0,128347565;-165,8370102;-2230,638723
;;349;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;349;0,976666585;0,000703279;0,575064814;-0,128337339;-165,8231692;-2230,073896
;;350;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;350;0,976565983;0,000703405;0,575078911;-0,128326922;-165,8093183;-2229,522034
;;351;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;351;0,976465368;0,000703524;0,575093265;-0,128316317;-165,7954578;-2228,982896
;;352;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;352;0,976364741;0,000703639;0,575107872;-0,128305524;-165,781588;-2228,45624
;;353;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;353;0,976264104;0,000703748;0,575122732;-0,128294546;-165,7677093;-2227,941828
;;354;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;354;0,976163457;0,000703853;0,575137842;-0,128283384;-165,7538218;-2227,439422
;;355;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;355;0,9760628;0,000703952;0,5751532;-0,128272039;-165,7399259;-2226,948787
;;356;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;356;0,975962134;0,000704046;0,575168805;-0,128260512;-165,7260219;-2226,469689
;;357;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;357;0,97586146;0,000704136;0,575184656;-0,128248805;-165,7121101;-2226,001897
;;358;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;358;0,975760778;0,000704221;0,575200749;-0,128236919;-165,6981907;-2225,545179
;;359;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;359;0,975660089;0,000704301;0,575217084;-0,128224856;-165,684264;-2225,099307
;;360;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;360;0,975559394;0,000704377;0,57523366;-0,128212616;-165,6703304;-2224,664054
;;361;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;361;0,975458692;0,000704448;0,575250473;-0,128200201;-165,6563901;-2224,239195
;;362;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;362;0,975357985;0,000704515;0,575267523;-0,128187612;-165,6424434;-2223,824504
;;363;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;363;0,975257273;0,000704577;0,575284808;-0,12817485;-165,6284905;-2223,41976
;;364;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;364;0,975156557;0,000704635;0,575302327;-0,128161917;-165,6145318;-2223,02474
;;365;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;365;0,975055837;0,000704689;0,575320078;-0,128148813;-165,6005674;-2222,639226
;;366;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;366;0,974955114;0,000704739;0,57533806;-0,12813554;-165,5865978;-2222,262998
;;367;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;367;0,974854387;0,000704785;0,575356271;-0,128122099;-165,5726232;-2221,895839
;;368;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;368;0,974753659;0,000704827;0,57537471;-0,128108491;-165,5586437;-2221,537532
;;369;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;369;0,974652929;0,000704865;0,575393376;-0,128094716;-165,5446598;-2221,187863
;;370;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;370;0,974552197;0,000704899;0,575412266;-0,128080777;-165,5306717;-2220,846618
;;371;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;371;0,974451464;0,000704929;0,57543138;-0,128066673;-165,5166796;-2220,513584
;;372;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;372;0,974350731;0,000704956;0,575450717;-0,128052407;-165,5026838;-2220,18855
;;373;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;373;0,974249998;0,00070498;0,575470275;-0,128037978;-165,4886847;-2219,871305
;;374;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;374;0,974149266;0,000704999;0,575490052;-0,128023389;-165,4746823;-2219,56164
;;375;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;375;0,974048534;0,000705016;0,575510049;-0,128008639;-165,4606771;-2219,259346
;;376;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;376;0,973947804;0,000705029;0,575530263;-0,127993729;-165,4466692;-2218,964215
;;377;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;377;0,973847075;0,000705039;0,575550694;-0,127978662;-165,432659;-2218,676042
;;378;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;378;0,973746348;0,000705045;0,575571341;-0,127963436;-165,4186467;-2218,394619
;;379;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;379;0,973645623;0,000705049;0,575592201;-0,127948054;-165,4046326;-2218,119742
;;380;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;380;0,973544902;0,000705049;0,575613275;-0,127932516;-165,3906168;-2217,851208
;;381;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;381;0,973444183;0,000705046;0,575634561;-0,127916823;-165,3765998;-2217,588812
;;382;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;382;0,973343468;0,000705041;0,575656059;-0,127900976;-165,3625816;-2217,332351
;;383;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;383;0,973242757;0,000705033;0,575677766;-0,127884975;-165,3485627;-2217,081625
;;384;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;384;0,97314205;0,000705022;0,575699683;-0,127868821;-165,3345433;-2216,836431
;;385;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;385;0,973041347;0,000705008;0,575721809;-0,127852514;-165,3205235;-2216,596569
;;386;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;386;0,972940649;0,000704992;0,575744142;-0,127836057;-165,3065037;-2216,361839
;;387;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;387;0,972839956;0,000704973;0,575766682;-0,127819448;-165,2924841;-2216,132041
;;388;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;388;0,972739269;0,000704951;0,575789429;-0,127802689;-165,278465;-2215,906977
;;389;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;389;0,972638587;0,000704928;0,57581238;-0,127785781;-165,2644466;-2215,686447
;;390;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;390;0,972537911;0,000704902;0,575835536;-0,127768723;-165,2504292;-2215,470254
;;391;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;391;0,972437241;0,000704873;0,575858895;-0,127751517;-165,2364131;-2215,258201
;;392;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;392;0,972336577;0,000704843;0,575882458;-0,127734163;-165,2223984;-2215,050089
;;393;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;393;0,97223592;0,00070481;0,575906223;-0,127716662;-165,2083855;-2214,845722
;;394;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;394;0,97213527;0,000704776;0,57593019;-0,127699014;-165,1943745;-2214,644905
;;395;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;395;0,972034627;0,000704739;0,575954358;-0,127681219;-165,1803658;-2214,447439
;;396;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;396;0,971933991;0,0007047;0,575978727;-0,127663279;-165,1663596;-2214,25313
;;397;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;397;0,971833363;0,00070466;0,576003296;-0,127645192;-165,1523562;-2214,061782
;;398;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;398;0,971732742;0,000704618;0,576028064;-0,127626961;-165,1383557;-2213,873199
;;399;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;399;0,97163213;0,000704574;0,576053032;-0,127608585;-165,1243585;-2213,687185
;;400;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;400;0,971531525;0,000704529;0,576078198;-0,127590065;-165,1103648;-2213,503547
;;401;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;401;0,971430928;0,000704482;0,576103563;-0,127571401;-165,0963748;-2213,322088
;;402;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;402;0,97133034;0,000704433;0,576129126;-0,127552593;-165,0823889;-2213,142613
;;403;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;403;0,97122976;0,000704383;0,576154886;-0,127533641;-165,0684072;-2212,964929
;;404;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;404;0,971129189;0,000704332;0,576180844;-0,127514547;-165,05443;-2212,788838
;;405;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;405;0,971028626;0,00070428;0,576206998;-0,127495309;-165,0404575;-2212,614148
;;406;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;406;0,970928072;0,000704226;0,576233349;-0,127475929;-165,02649;-2212,440662
;;407;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;407;0,970827527;0,000704171;0,576259897;-0,127456407;-165,0125279;-2212,268185
;;408;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;408;0,970726991;0,000704115;0,576286641;-0,127436742;-164,9985712;-2212,096523
;;409;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;409;0,970626464;0,000704058;0,576313581;-0,127416936;-164,9846202;-2211,925479
;;410;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;410;0,970525947;0,000704;0,576340718;-0,127396987;-164,9706753;-2211,754858
;;411;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;411;0,970425438;0,000703941;0,57636805;-0,127376897;-164,9567366;-2211,584465
;;412;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;412;0,970324939;0,000703882;0,576395578;-0,127356665;-164,9428045;-2211,414104
;;413;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;413;0,970224449;0,000703822;0,576423302;-0,127336291;-164,9288791;-2211,243577
;;414;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;414;0,970123968;0,000703761;0,576451222;-0,127315775;-164,9149607;-2211,072689
;;415;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;415;0,970023497;0,000703699;0,576479338;-0,127295119;-164,9010497;-2210,901243
;;416;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;416;0,969923035;0,000703637;0,576507649;-0,12727432;-164,8871461;-2210,729041
;;417;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;417;0,969822583;0,000703574;0,576536157;-0,12725338;-164,8732503;-2210,555885
;;418;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;418;0,96972214;0,000703511;0,576564861;-0,127232298;-164,8593626;-2210,381578
;;419;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;419;0,969621706;0,000703448;0,576593761;-0,127211075;-164,8454831;-2210,205921
;;420;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;420;0,969521281;0,000703385;0,576622858;-0,12718971;-164,8316123;-2210,028715
;;421;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;421;0,969420866;0,000703321;0,576652152;-0,127168203;-164,8177502;-2209,84976
;;422;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;422;0,96932046;0,000703257;0,576681642;-0,127146554;-164,8038972;-2209,668856
;;423;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;423;0,969220063;0,000703193;0,57671133;-0,127124762;-164,7900535;-2209,485803
;;424;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;424;0,969119676;0,000703129;0,576741216;-0,127102828;-164,7762194;-2209,300399
;;425;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;425;0,969019297;0,000703065;0,5767713;-0,127080752;-164,7623951;-2209,112441
;;426;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;426;0,968918927;0,000703002;0,576801582;-0,127058533;-164,748581;-2208,921728
;;427;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;427;0,968818566;0,000702938;0,576832063;-0,12703617;-164,7347772;-2208,728057
;;428;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;428;0,968718214;0,000702875;0,576862743;-0,127013664;-164,7209841;-2208,531222
;;429;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;429;0,968617871;0,000702812;0,576893623;-0,126991015;-164,7072018;-2208,331019
;;430;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;430;0,968517536;0,00070275;0,576924703;-0,126968221;-164,6934308;-2208,127242
;;431;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;431;0,96841721;0,000702688;0,576955985;-0,126945283;-164,6796712;-2207,919685
;;432;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;432;0,968316892;0,000702626;0,576987468;-0,1269222;-164,6659232;-2207,708141
;;433;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;433;0,968216581;0,000702566;0,577019153;-0,126898972;-164,6521873;-2207,4924
;;434;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;434;0,968116279;0,000702506;0,577051041;-0,126875599;-164,6384636;-2207,272255
;;435;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;435;0,968015985;0,000702446;0,577083132;-0,126852079;-164,6247524;-2207,047494
;;436;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;436;0,967915698;0,000702388;0,577115428;-0,126828412;-164,6110539;-2206,817907
;;437;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;437;0,967815418;0,00070233;0,577147929;-0,126804598;-164,5973686;-2206,583281
;;438;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;438;0,967715146;0,000702274;0,577180636;-0,126780637;-164,5836966;-2206,343404
;;439;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;439;0,967614881;0,000702218;0,57721355;-0,126756527;-164,5700382;-2206,09806
;;440;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;440;0,967514622;0,000702164;0,577246671;-0,126732269;-164,5563937;-2205,847034
;;441;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;441;0,96741437;0,000702111;0,577280002;-0,12670786;-164,5427634;-2205,59011
;;442;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;442;0,967314124;0,000702059;0,577313542;-0,126683302;-164,5291476;-2205,32707
;;443;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;443;0,967213884;0,000702008;0,577347292;-0,126658593;-164,5155465;-2205,057694
;;444;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;444;0,96711365;0,000701959;0,577381254;-0,126633732;-164,5019604;-2204,781763
;;445;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;445;0,967013421;0,000701912;0,577415429;-0,12660872;-164,4883897;-2204,499055
;;446;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;446;0,966913197;0,000701866;0,577449818;-0,126583554;-164,4748346;-2204,209347
;;447;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;447;0,966812978;0,000701821;0,577484422;-0,126558234;-164,4612953;-2203,912415
;;448;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;448;0,966712764;0,000701778;0,577519243;-0,126532759;-164,4477723;-2203,608033
;;449;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;449;0,966612554;0,000701737;0,577554281;-0,126507129;-164,4342658;-2203,295975
;;450;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;450;0,966512348;0,000701698;0,577589538;-0,126481343;-164,420776;-2202,976011
;;451;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;451;0,966412145;0,000701661;0,577625015;-0,126455399;-164,4073034;-2202,647911
;;452;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;452;0,966311946;0,000701626;0,577660714;-0,126429297;-164,3938482;-2202,311445
;;453;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;453;0,966211749;0,000701592;0,577696635;-0,126403036;-164,3804106;-2201,966379
;;454;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;454;0,966111555;0,000701561;0,577732782;-0,126376615;-164,3669911;-2201,612479
;;455;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;455;0,966011363;0,000701533;0,577769154;-0,126350032;-164,3535899;-2201,249508
;;456;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;456;0,965911172;0,000701506;0,577805754;-0,126323287;-164,3402073;-2200,877229
;;457;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;457;0,965810983;0,000701482;0,577842583;-0,126296379;-164,3268437;-2200,495402
;;458;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;458;0,965710794;0,00070146;0,577879642;-0,126269306;-164,3134993;-2200,103785
;;459;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;459;0,965610606;0,000701441;0,577916935;-0,126242067;-164,3001745;-2199,702136
;;460;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;460;0,965510418;0,000701425;0,577954461;-0,126214662;-164,2868697;-2199,29021
;;461;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;461;0,96541023;0,000701411;0,577992224;-0,126187088;-164,273585;-2198,86776
;;462;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;462;0,96531004;0,0007014;0,578030224;-0,126159345;-164,2603209;-2198,434538
;;463;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;463;0,965209849;0,000701392;0,578068464;-0,126131432;-164,2470777;-2197,990294
;;464;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;464;0,965109656;0,000701386;0,578106945;-0,126103346;-164,2338557;-2197,534775
;;465;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;465;0,96500946;0,000701384;0,578145671;-0,126075088;-164,2206553;-2197,067726
;;466;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;466;0,964909261;0,000701385;0,578184641;-0,126046654;-164,2074768;-2196,588893
;;467;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;467;0,964809059;0,000701389;0,57822386;-0,126018045;-164,1943205;-2196,098016
;;468;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;468;0,964708853;0,000701396;0,578263328;-0,125989258;-164,1811868;-2195,594835
;;469;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;469;0,964608642;0,000701407;0,578303048;-0,125960291;-164,1680761;-2195,079087
;;470;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;470;0,964508426;0,000701421;0,578343022;-0,125931145;-164,1549886;-2194,550509
;;471;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;471;0,964408204;0,000701439;0,578383253;-0,125901816;-164,1419248;-2194,008833
;;472;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;472;0,964307976;0,00070146;0,578423742;-0,125872303;-164,128885;-2193,453791
;;473;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;473;0,96420774;0,000701485;0,578464493;-0,125842605;-164,1158696;-2192,885112
;;474;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;474;0,964107497;0,000701514;0,578505507;-0,12581272;-164,1028788;-2192,302522
;;475;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;475;0,964007246;0,000701547;0,578546787;-0,125782646;-164,0899132;-2191,705744
;;476;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;476;0,963906986;0,000701583;0,578588336;-0,125752382;-164,0769731;-2191,094503
;;477;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;477;0,963806716;0,000701624;0,578630156;-0,125721925;-164,0640589;-2190,468516
;;478;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;478;0,963706436;0,000701669;0,578672249;-0,125691274;-164,0511708;-2189,827501
;;479;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;479;0,963606145;0,000701718;0,57871462;-0,125660428;-164,0383094;-2189,171172
;;480;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;480;0,963505843;0,000701771;0,578757269;-0,125629383;-164,0254751;-2188,499243
;;481;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;481;0,963405528;0,000701829;0,578800201;-0,125598138;-164,0126681;-2187,811422
;;482;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;482;0,963305199;0,000701892;0,578843417;-0,125566692;-163,9998889;-2187,107417
;;483;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;483;0,963204857;0,000701959;0,578886922;-0,125535042;-163,9871379;-2186,386933
;;484;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;484;0,963104501;0,000702031;0,578930717;-0,125503186;-163,9744156;-2185,64967
;;485;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;485;0,963004128;0,000702107;0,578974806;-0,125471121;-163,9617223;-2184,895329
;;486;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;486;0,96290374;0,000702189;0,579019193;-0,125438847;-163,9490584;-2184,123606
;;487;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;487;0,962803334;0,000702276;0,57906388;-0,12540636;-163,9364244;-2183,334195
;;488;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;488;0,962702911;0,000702367;0,579108871;-0,125373658;-163,9238206;-2182,526787
;;489;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;489;0,962602469;0,000702464;0,579154168;-0,125340739;-163,9112476;-2181,70107
;;490;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;490;0,962502007;0,000702567;0,579199776;-0,125307601;-163,8987057;-2180,85673
;;491;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;491;0,962401525;0,000702675;0,579245697;-0,125274242;-163,8861954;-2179,993449
;;492;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;492;0,962301022;0,000702788;0,579291936;-0,125240658;-163,8737172;-2179,110907
;;493;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;493;0,962200496;0,000702907;0,579338495;-0,125206847;-163,8612714;-2178,208779
